label,message
ham,"Did you see the new art installation?"
spam,"Claim your FREE travel voucher of $9,000! Limited offer. Visit: travelvoucher-2.com/claim"
ham,"I'll be busy all day with conference calls tomorrow."
spam,"Urgent security notice: Your online payment details have been compromised. Review: paymentdetails-security.info/alert"
ham,"What time does the gym close on weekends?"
spam,"Get a free quote for professional insurance today! Visit: professionalinsurance.org/quote"
ham,"I'm going to plant some herbs in the kitchen garden this afternoon."
spam,"Massive home decor clearance sale! Up to 80% off. Shop: homedecor-clearance.net/sale"
ham,"The dog needs a new leash and collar."
spam,"Congratulations! You've been pre-approved for a home equity line of credit! Learn more: homeequityloc-2.com/apply"
ham,"Is there anything else I can assist you with today, Sarah?"
spam,"Your membership is about to expire. Renew now to continue uninterrupted access: uninterrupted-access.com/renew"
ham,"Just finished my run, feeling incredibly energized!"
spam,"Limited supply: Get your hands on the latest smart fitness tracker! Order: smartfitness-deals.net/order"
ham,"Can we reschedule our lunch to Wednesday?"
spam,"You have a pending refund of $4,500. Claim it here: refund-portal-10.org/claim"
ham,"I saw a really unique sculpture today."
spam,"Warning: Your mobile device is infected with a spyware. Remove now: spyware-remover-2.info/remove"
ham,"I'll pick up the groceries from the supermarket tomorrow."
spam,"Unlock exclusive content! Your premium access is expiring very soon. Renew: premiumaccess-expiring-4.com/renew"
ham,"Happy Mother's Day!"
spam,"Don't miss out on this amazing opportunity to save money on your groceries! Learn more: saveongroceries-4.biz/info"
ham,"Could you close the window and lock it, please?"
spam,"Get free samples of our new coffee blends! Limited stock. Order: coffee-samples.net/order"
ham,"I'm going to the park this weekend with my family."
spam,"Your online account has been permanently disabled. Contact customer support: account-disabled-support.org/support"
ham,"What time is the bus coming?"
spam,"Receive $120,000 for participating in our long-term study! Start now: long-term-study.com/participate"
ham,"Just wanted to say thank you for everything."
spam,"Congratulations! You've won a special prize from our grand prize draw! Claim: grandprizedraw.co/redeem"
ham,"The new bridge is a marvel of engineering."
spam,"Urgent notification: Your Google Drive storage is almost full. Upgrade now: googledrive-full.net/storage"
ham,"I need to replace my broken laptop keyboard."
spam,"Limited time offer! Get a brand new luxury crossover for just $35,000. Order yours: luxurycrossover-deals.shop/deals"
ham,"Let's plan a short trip for next spring."
spam,"You have a new message from a secret admirer! View: secret-admirer-2.xyz/view"
ham,"Did you enjoy your trip to Asia?"
spam,"Your last chance to claim your prize money of $1,500,000! Reply NOW to 7788."
ham,"I'll be making chicken stir-fry for dinner tonight."
spam,"Free gift for you! Click to collect your special holiday bonus: holiday-bonus-2.com/collect"
ham,"Can you give me a ride to the post office?"
spam,"Your Amazon account has been temporarily locked. Change password: amazon-security-lock.info/change"
ham,"I finished the book, it was truly captivating."
spam,"Get instant approval for a commercial construction loan! No credit check: commercialconstructionloan.net/apply"
ham,"The new cafe has amazing hot chocolate."
spam,"Your credit score is extremely critical! Fix it now: credit-extremelycritical.org/improve"
ham,"I'm sending you the updated project plan now."
spam,"Exclusive VIP membership! Join our diamond elite club for ultimate prestige: diamondelite-club.com/join"
ham,"What's your favorite type of animal?"
spam,"You've been selected to test our new clothing collection! Get it free: clothingcollection-tester.xyz/apply"
ham,"I had a really restful weekend at home."
spam,"WARNING: Your personal information is at risk. Protect yourself: personalinfo-defender.net/protect"
ham,"Remember to turn off the lights in the living room."
spam,"Huge savings on all electronics this week! Shop now: electronicssavings-3.biz/sale"
ham,"I'll call you when I finish my meeting."
spam,"Your package has been delivered to your back door. Track here: backdoor-delivery.org/track"
ham,"Did you remember to feed the birds?"
spam,"Claim your FREE travel voucher for your next adventure! Click: travel-vouchers.com/claim"
ham,"The computer is making a strange noise."
spam,"Win a brand new yacht! Enter our lottery: yacht-lottery-2.xyz/enter"
ham,"I'm planning to go cycling next weekend."
spam,"Don't miss out on this limited-time offer for a new smart appliance! Buy now: smartappliance-deals-2.net/offer"
ham,"Can you pick up some fresh bread from the local bakery?"
spam,"Your Facebook account has been temporarily locked. Resolve issue: facebook-security-lock.info/resolve"
ham,"I'm looking forward to the celebration next weekend."
spam,"Congratulations! You've received a special summer reward of $1,500! Claim: summer-reward.com/claim"
ham,"What time should I meet you at the cafe?"
spam,"Emergency alert: Your online identity has been compromised. Secure: onlineidentity-security.org/secure"
ham,"I need to buy some new bed sheets for the guest room."
spam,"Get a free estimate for a new roof! Visit: newroof-estimate.net/quote"
ham,"The kids are playing outside in the park."
spam,"You have a new message from a beautiful verified single! Meet now: beautifulverified-singles.xyz/meet"
ham,"I'm feeling much better after the good news and a long nap."
spam,"Act fast! Last chance to claim your prize from our recent competition: competition-winners-3.com/claim"
ham,"What's the plan for next month?"
spam,"Your online payment account has been temporarily disabled. Re-enable here: payment-disable.info/enable"
ham,"I'll be home by 6 PM."
spam,"Get a free sample of our new eco-friendly cleaning product! Order: ecoclean-samples.biz/order"
ham,"Did you find your missing wallet in the car?"
spam,"Congratulations! You've won a shopping spree worth $16,000! Redeem: shopping-frenzy-7.com/redeem"
ham,"I'm going to read a new book tonight."
spam,"Limited time sale on all outdoor adventure gear! Shop now: adventuregear-deals.net/sale"
ham,"Can you help me move this heavy box?"
spam,"Your electricity bill is due. Pay now to avoid disconnection: paymyelectricitybill.com/billpay"
ham,"I just booked my next vacation."
spam,"You have a pending notification from a new friend request on your profile! View: newfriendrequest-profile.org/view"
ham,"The new library is very modern."
spam,"Win exciting prizes! Play our simulation games: onlinesimulation.xyz/play"
ham,"I'll bring the dessert to the family dinner party."
spam,"Urgent: Your account is suspended. Restore access here: account-suspend-3.info/unlock"
ham,"What's the largest city in the world by population?"
spam,"Get your free credit monitoring and alerts today! No hidden fees. Visit: creditmonitoralerts.com/get"
ham,"I had a dream about being on a tropical beach."
spam,"You are pre-qualified for a startup business loan up to $200,000! Apply: startupbusinessloans.net/apply"
ham,"Don't forget to lock the car doors."
spam,"Your special reward from our lottery awaits! Click to claim your exclusive bonus: lottery-bonus.com/claim"
ham,"Can we grab coffee before the meeting tomorrow?"
spam,"Congratulations! You've been approved for a new personal credit line! Activate: personalcreditline-activate-3.com/activate"
ham,"The bus was very late today."
spam,"Exclusive offer for you! Get a free legal advice session: legaladvice-consult.org/free"
ham,"I'm so excited for the upcoming festival next month!"
spam,"Your device is unprotected! Renew your cloud endpoint security subscription: cloudendpointsecurity-renew.net/renew"
ham,"Did you finish installing the new software?"
spam,"Win a brand new luxury watch! Enter our raffle: luxurywatch-raffle-2.xyz/enter"
ham,"I'll send you the updated terms and conditions."
spam,"Urgent action required: Your account is frozen. Resolve: account-frozen.info/resolve"
ham,"What's your favorite type of dessert?"
spam,"Limited time deal! Get twelve for eleven on all our services: twelvebyeleven.com/deals"
ham,"I'm going to the lake for the weekend."
spam,"You've been chosen for a special disaster relief fund! Claim: disaster-relief-fund.org/claim"
ham,"The play was truly exceptional."
spam,"Your delivery status is on hold, please update your details: status-hold.co/update"
ham,"I need to buy some new activewear for the gym."
spam,"Congratulations, you've won a free personal training consultation! Redeem: personaltraining-consult.biz/redeem"
ham,"Can you remind me about the dentist appointment on Tuesday?"
spam,"Act now! Limited supply of unique art pieces. Shop: uniqueart-items.net/shop"
ham,"Just finished cleaning the kitchen and living room."
spam,"Your professional profile has been viewed by hundreds of potential investors! Meet them: investor-views.xyz/profile"
ham,"Did you see the new movie trailer on TV?"
spam,"Claim your FREE holiday voucher of $10,000! Limited offer. Visit: holidayvoucher-2.com/claim"
ham,"I'll be busy all day with meetings tomorrow."
spam,"Urgent security notice: Your personal information has been stolen. Review: personalinfo-stolen.info/alert"
ham,"What time does the library close on Sundays?"
spam,"Get a free quote for business interruption insurance today! Visit: bizinterruption.org/quote"
ham,"I'm going to bake some cookies for the kids this afternoon."
spam,"Massive furniture sale! Up to 80% off. Shop: furniture-sale-2.net/sale"
ham,"The cat needs a new scratching post and bed."
spam,"Congratulations! You've been pre-approved for a second home mortgage! Learn more: secondhomemortgage.com/apply"
ham,"Is there anything else I can get for you from the store?"
spam,"Your membership is about to expire. Renew now to ensure continuous access: continuous-access.com/renew"
ham,"Just finished my meditation, feeling completely refreshed!"
